asctime,name,topic from,topic to,frame,offset received,frame delay,msg creation delay,consume time,size data received,decode time,size data decoded,process time,size data processed,encode time,size data encoded,send time,size data sent,offset sent
2023/10/03 06:22:45.710,MyFrameProducerSc2_4,None,input,135,-1,-1,0.01,9.67,921.761,0.63,922.246,284.13,230.575,0.01,230.575,14.7,230.575,47854
2023/10/03 06:22:45.990,MyFrameProducerSc2_4,None,input,136,-1,-1,0.02,14.11,921.761,0.68,922.246,277.86,230.537,0.01,230.537,8.97,230.537,47855
2023/10/03 06:22:46.267,MyFrameProducerSc2_4,None,input,137,-1,-1,0.02,6.66,921.761,0.68,922.246,249.83,230.407,0.01,230.407,30.39,230.407,47856
2023/10/03 06:22:46.578,MyFrameProducerSc2_4,None,input,138,-1,-1,0.04,9.63,921.761,0.62,922.246,316.91,230.507,0.02,230.507,18.41,230.507,47857
2023/10/03 06:22:46.784,MyFrameProducerSc2_4,None,input,139,-1,-1,0.02,10.94,921.761,0.71,922.246,205.12,230.441,0.01,230.441,12.26,230.441,47858
2023/10/03 06:22:47.029,MyFrameProducerSc2_4,None,input,140,-1,-1,0.03,10.47,921.761,1.02,922.246,225.26,230.576,0.01,230.576,24.99,230.576,47859
2023/10/03 06:22:47.269,MyFrameProducerSc2_4,None,input,141,-1,-1,0.02,6.76,921.761,0.95,922.246,237.83,230.572,0.01,230.572,10.19,230.572,47860
2023/10/03 06:22:47.510,MyFrameProducerSc2_4,None,input,142,-1,-1,0.02,12.36,921.761,0.58,922.246,235.68,230.442,0.01,230.442,20.38,230.442,47861
2023/10/03 06:22:47.766,MyFrameProducerSc2_4,None,input,143,-1,-1,0.02,14.94,921.761,0.73,922.246,252.25,230.358,0.01,230.358,18.34,230.358,47862
2023/10/03 06:22:48.027,MyFrameProducerSc2_4,None,input,144,-1,-1,0.02,10.12,921.761,0.83,922.246,261.16,230.511,0.01,230.511,10.13,230.511,47863
2023/10/03 06:22:48.296,MyFrameProducerSc2_4,None,input,145,-1,-1,0.02,6.89,921.761,0.59,922.246,246.49,230.525,0.01,230.525,28.42,230.525,47864
2023/10/03 06:22:48.581,MyFrameProducerSc2_4,None,input,146,-1,-1,0.02,10.44,921.761,1.17,922.246,286.63,230.454,0.01,230.454,19.55,230.454,47865
2023/10/03 06:22:48.866,MyFrameProducerSc2_4,None,input,147,-1,-1,0.03,15.07,921.761,0.96,922.246,280.49,230.55,0.01,230.55,16.54,230.55,47866
2023/10/03 06:22:49.124,MyFrameProducerSc2_4,None,input,148,-1,-1,0.02,11.72,921.761,0.73,922.246,250.29,230.474,0.03,230.474,18.97,230.474,47867
2023/10/03 06:22:49.377,MyFrameProducerSc2_4,None,input,149,-1,-1,0.02,17.44,921.761,0.7,922.246,245.06,230.571,0.01,230.571,14.1,230.571,47868
2023/10/03 06:22:49.611,MyFrameProducerSc2_4,None,input,150,-1,-1,0.02,18.31,921.761,0.82,922.246,235.92,230.52,0.01,230.52,12.64,230.52,47869
2023/10/03 06:22:49.795,MyFrameProducerSc2_4,None,input,151,-1,-1,0.02,12.61,921.761,0.59,922.246,178.07,230.565,0.01,230.565,11.93,230.565,47870
